
2025-10-27 08:50:27.046 INFO  com.badat.study1.audit - ACCOUNT_UNLOCKED userId=1 ip=0:0:0:0:0:0:0:1
2025-10-27 08:50:30.848 INFO  com.badat.study1.audit - ACCOUNT_UNLOCKED userId=2 ip=0:0:0:0:0:0:0:1
2025-10-27 08:50:33.791 INFO  com.badat.study1.audit - ACCOUNT_UNLOCKED userId=3 ip=0:0:0:0:0:0:0:1
2025-10-27 08:50:36.599 INFO  com.badat.study1.audit - ACCOUNT_UNLOCKED userId=4 ip=0:0:0:0:0:0:0:1
2025-10-27 08:50:39.929 INFO  com.badat.study1.audit - ACCOUNT_UNLOCKED userId=5 ip=0:0:0:0:0:0:0:1
2025-10-27 09:14:09.209 INFO  com.badat.study1.audit - ACCOUNT_LOCKED userId=1 ip=0:0:0:0:0:0:0:1 reason="Locked by admin: dat2801zz@gmail.com"
2025-10-27 09:15:06.911 INFO  com.badat.study1.audit - ACCOUNT_UNLOCKED userId=1 ip=0:0:0:0:0:0:0:1
2025-10-27 09:15:16.811 INFO  com.badat.study1.audit - USER_EDIT: Admin dat2801zz@gmail.com edited user admin information. Changes: Admin dat2801zz@gmail.com ?� ch?nh s?a th�ng tin c?a user admin. C�c thay ??i: role=SELLER, status=ACTIVE
2025-10-27 09:21:08.257 INFO  com.badat.study1.audit - USER_EDIT: Admin dat2801zz@gmail.com edited user seller1 information. Changes: Admin dat2801zz@gmail.com ?� ch?nh s?a th�ng tin c?a user seller1. C�c thay ??i: role=ADMIN, status=ACTIVE
2025-10-27 09:21:39.969 INFO  com.badat.study1.audit - ACCOUNT_LOCKED userId=1 ip=0:0:0:0:0:0:0:1 reason="Locked by admin: dat2801zz@gmail.com"
2025-10-27 11:19:11.601 INFO  com.badat.study1.audit - ACCOUNT_UNLOCKED userId=1 ip=0:0:0:0:0:0:0:1
2025-10-24 00:00:00.593 INFO  com.badat.study1.audit - REGISTER userId=null ip=0:0:0:0:0:0:0:1 success=true details="POST /api/auth/register status=200 durationMs=4768" reason=null ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" category=USER_ACTION
2025-10-24 00:00:01.785 INFO  com.badat.study1.audit - REGISTER userId=null ip=0:0:0:0:0:0:0:1 success=true details="POST /api/auth/register status=200 durationMs=4306" reason=null ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" category=USER_ACTION
